year,month,day,dep_time,dep_delay,arr_time,arr_delay,cancelled,carrier,tailnum,flight,origin,dest,air_time,distance,hour,min
2014,1,10,803,-2,1047,7,0,DL,N359NB,2457,LGA,MSY,185,1183,8,3
2014,1,10,1606,16,1855,-5,0,DL,N3745B,2459,JFK,MCO,138,944,16,6
2014,1,10,1754,69,2025,59,0,DL,N325NB,2495,LGA,DEN,236,1620,17,54
2014,1,10,1139,29,1337,29,0,DL,N317US,2593,LGA,DTW,85,502,11,39
2014,1,10,1903,-3,2340,-21,0,DL,N393DA,4,JFK,SJU,188,1598,19,3
2014,1,10,901,-4,1136,22,0,DL,N340NW,181,LGA,DTW,89,502,9,1
2014,1,10,1712,13,1959,13,0,DL,N689DL,221,LGA,ATL,127,762,17,12
2014,1,10,1033,-1,1337,17,0,DL,N385DN,404,JFK,LAS,337,2248,10,33
2014,1,10,1958,-2,2219,-28,0,DL,N3767,407,JFK,DEN,232,1626,19,58
2014,1,10,1600,0,1939,-9,0,DL,N727TW,409,JFK,SFO,357,2586,16,0
2014,1,10,1540,10,1859,-5,0,DL,N188DN,417,JFK,LAX,333,2475,15,40
2014,1,10,1517,12,1851,26,0,DL,N713TW,419,JFK,SEA,348,2422,15,17
2014,1,10,900,0,1228,-5,0,DL,N717TW,422,JFK,LAX,346,2475,9,0
2014,1,10,1159,-1,1529,8,0,DL,N703TW,423,JFK,LAX,356,2475,11,59
2014,1,10,607,-3,849,-1,0,DL,N3736C,424,JFK,ATL,130,760,6,7
2014,1,10,759,-1,1041,-18,0,DL,N713TW,425,JFK,MCO,137,944,7,59
2014,1,10,1818,3,2152,10,0,DL,N181DN,426,JFK,LAX,354,2475,18,18
2014,1,10,2021,6,2328,-12,0,DL,N180DN,427,JFK,LAX,331,2475,20,21
2014,1,10,659,-1,1103,23,0,DL,N704X,430,JFK,SFO,395,2586,6,59
2014,1,10,1301,1,1628,-8,0,DL,N702TW,432,JFK,SFO,370,2586,13,1
2014,1,10,1723,-7,2104,-8,0,DL,N707TW,434,JFK,SFO,365,2586,17,23
2014,1,10,1912,12,2247,-2,0,DL,N710TW,435,JFK,SFO,357,2586,19,12
2014,1,10,1053,-2,1356,-14,0,DL,N3766,436,JFK,SLC,283,1990,10,53
2014,1,10,1203,3,1424,10,0,DL,N324NB,437,JFK,MSP,175,1029,12,3
2014,1,10,744,-1,1035,-28,0,DL,N722TW,440,JFK,SEA,334,2422,7,44
2014,1,10,1830,-5,2159,-6,0,DL,N624AG,442,JFK,SEA,348,2422,18,30
2014,1,10,1918,8,2200,-37,0,DL,N3759,444,JFK,SAN,320,2446,19,18
2014,1,10,1053,-7,1420,8,0,DL,N960DL,453,JFK,MIA,155,1089,10,53
2014,1,10,853,33,1414,29,0,DL,N710TW,454,JFK,STT,193,1623,8,53
2014,1,10,910,10,1410,20,0,DL,N393DA,457,JFK,SJU,193,1598,9,10
2014,1,10,2029,29,2351,1,0,DL,N3758Y,458,JFK,PHX,301,2153,20,29
2014,1,10,705,5,1003,-27,0,DL,N723TW,462,JFK,SLC,274,1990,7,5
2014,1,10,956,-4,1323,-12,0,DL,N712TW,469,JFK,SFO,357,2586,9,56
2014,1,10,859,-1,1401,93,0,DL,N707TW,472,JFK,LAX,333,2475,8,59
2014,1,10,837,7,1126,18,0,DL,N3743H,474,JFK,ATL,127,760,8,37
2014,1,10,1645,0,1943,-36,0,DL,N705TW,477,JFK,LAX,335,2475,16,45
2014,1,10,1058,-2,1347,-11,0,DL,N979DL,480,JFK,MCO,139,944,10,58
2014,1,10,1558,-2,1843,3,0,DL,N3773D,485,JFK,ATL,127,760,15,58
2014,1,10,1317,2,1544,-4,0,DL,N384DA,486,JFK,ATL,125,760,13,17
2014,1,10,1127,7,1419,-15,0,DL,N929DL,494,JFK,FLL,153,1069,11,27
2014,1,10,1223,-7,1534,-13,0,DL,N372DA,498,JFK,SLC,287,1990,12,23
2014,1,10,623,-7,854,-7,0,DL,N525US,575,EWR,ATL,125,746,6,23
2014,1,10,1528,73,1745,69,0,DL,N322NB,673,EWR,ATL,119,746,15,28
2014,1,10,552,-8,749,-8,0,DL,N944DL,731,LGA,DTW,90,502,5,52
2014,1,10,744,-1,1029,13,0,DL,N994AT,807,EWR,ATL,126,746,7,44
2014,1,10,706,-4,855,-17,0,DL,N333NB,831,LGA,DTW,83,502,7,6
2014,1,10,1620,20,1907,22,0,DL,N980DL,847,LGA,ATL,123,762,16,20
2014,1,10,808,-7,1033,-16,0,DL,N339NB,884,LGA,DEN,240,1620,8,8
2014,1,10,1951,6,2247,-10,0,DL,N920DL,1485,LGA,MCO,138,950,19,51
2014,1,10,851,1,1140,16,0,DL,N757AT,1506,EWR,ATL,122,746,8,51
2014,1,10,1725,0,2036,-1,0,DL,N3730B,1513,EWR,SLC,282,1969,17,25
2014,1,10,653,-6,938,-8,0,DL,N912DE,1547,LGA,ATL,132,762,6,53
2014,1,10,1745,30,2051,31,0,DL,N341NB,1585,LGA,MCO,137,950,17,45
2014,1,10,1634,12,1901,22,0,DL,N324US,1619,LGA,MSP,171,1020,16,34
2014,1,10,902,2,1330,76,0,DL,N325NB,1642,LGA,FLL,167,1076,9,2
2014,1,10,1353,108,1707,109,0,DL,N365NB,1644,LGA,PBI,156,1035,13,53
2014,1,10,1143,44,1434,55,0,DL,N931DL,1647,LGA,ATL,133,762,11,43
2014,1,10,1345,0,1758,53,0,DL,N909DL,1649,LGA,MIA,169,1096,13,45
2014,1,10,1523,24,1811,30,0,DL,N672DL,1650,LGA,ATL,124,762,15,23
2014,1,10,1810,40,2112,61,0,DL,N323NB,1658,LGA,ATL,132,762,18,10
2014,1,10,1801,1,2059,12,0,DL,N939DL,1659,LGA,ATL,127,762,18,1
2014,1,10,1930,30,2212,31,0,DL,N906DL,1665,LGA,ATL,120,762,19,30
2014,1,10,1230,30,1514,13,0,DL,N367NW,1685,LGA,MCO,132,950,12,30
2014,1,10,1605,17,1840,12,0,DL,N359NB,1705,LGA,MSY,174,1183,16,5
2014,1,10,1937,42,2213,37,0,DL,N371NB,1715,LGA,MSY,173,1183,19,37
2014,1,10,925,26,1241,54,0,DL,N972DL,1747,LGA,ATL,125,762,9,25
2014,1,10,1349,-1,1708,7,0,DL,N922DL,1779,LGA,FLL,168,1076,13,49
2014,1,10,1444,5,1653,9,0,DL,N338NW,1819,LGA,MSP,166,1020,14,44
2014,1,10,956,-4,1329,46,0,DL,N940DL,1847,LGA,ATL,128,762,9,56
2014,1,10,1922,42,2251,56,0,DL,N343NB,1854,LGA,FLL,158,1076,19,22
2014,1,10,1234,64,1533,56,0,DL,N371NB,1875,LGA,TPA,149,1010,12,34
2014,1,10,659,-1,1009,-4,0,DL,N315NB,1879,LGA,FLL,168,1076,6,59
2014,1,10,920,-9,1327,52,0,DL,N988DL,1885,LGA,MCO,139,950,9,20
2014,1,10,1518,45,1850,71,0,DL,N315NB,1902,LGA,PBI,152,1035,15,18
2014,1,10,557,-8,758,-17,0,DL,N910DE,1919,LGA,MSP,154,1020,5,57
2014,1,10,1548,-2,1901,-7,0,DL,N924DL,1935,LGA,TPA,150,1010,15,48
2014,1,10,1854,204,2148,229,0,DL,N981AT,1942,EWR,ATL,115,746,18,54
2014,1,10,1245,45,1527,45,0,DL,N950DL,1947,LGA,ATL,128,762,12,45
2014,1,10,1526,4,1840,-10,0,DL,N334NB,1982,LGA,MIA,164,1096,15,26
2014,1,10,801,-4,1117,-13,0,DL,N980DL,2003,LGA,MIA,166,1096,8,1
2014,1,10,921,21,1250,30,0,AA,N3LEAA,2335,LGA,MIA,167,1096,9,21
2014,1,10,1937,135,2048,146,0,EV,N17560,3820,EWR,ALB,30,143,19,37
2014,1,10,1316,81,1416,74,0,EV,N13992,3821,EWR,BWI,37,169,13,16
2014,1,10,1330,20,1455,24,0,EV,N12996,3822,EWR,RIC,56,277,13,30
2014,1,10,1852,115,2106,131,0,EV,N15980,3806,EWR,DAY,99,533,18,52
2014,1,10,559,-6,733,8,0,EV,N13992,3808,EWR,IAD,46,212,5,59
2014,1,10,834,-1,1037,33,0,EV,N14902,3813,EWR,PIT,61,319,8,34
2014,1,10,2114,-1,13,24,0,EV,N12145,3816,EWR,JAX,126,820,21,14
2014,1,10,1115,174,1318,193,0,EV,N13968,3818,EWR,GSO,87,445,11,15
2014,1,10,958,53,1156,93,0,EV,N16561,3839,EWR,ROC,48,246,9,58
2014,1,10,1613,-6,1843,3,0,EV,N16919,3844,EWR,SDF,116,642,16,13
2014,1,10,2228,59,2346,61,0,EV,N15985,3267,EWR,ORF,54,284,22,28
2014,1,10,815,-6,1045,32,0,EV,N48901,4099,EWR,STL,155,872,8,15
2014,1,10,1534,125,1718,137,0,EV,N16963,4104,EWR,BNA,137,748,15,34
2014,1,10,1117,27,1345,63,0,EV,N26141,4106,EWR,STL,155,872,11,17
2014,1,10,1432,2,1623,18,0,EV,N14920,4171,EWR,MSN,151,799,14,32
2014,1,10,1723,132,1930,137,0,EV,N13914,3848,EWR,CLT,98,529,17,23
2014,1,10,2038,28,2311,30,0,EV,N11194,4085,EWR,OMA,176,1134,20,38
2014,1,10,1229,229,1456,235,0,EV,N14116,4087,EWR,IND,109,645,12,29
2014,1,10,2139,23,2307,32,0,EV,N11150,4119,EWR,RIC,53,277,21,39
2014,1,10,624,-6,932,39,0,EV,N12564,4122,EWR,SDF,122,642,6,24
2014,1,10,2027,103,2159,114,0,EV,N16987,4131,EWR,RIC,54,277,20,27
2014,1,10,1642,116,1749,123,0,EV,N14904,4133,EWR,PVD,34,160,16,42
2014,1,10,556,-4,844,5,0,EV,N16981,4137,EWR,ATL,127,746,5,56
2014,1,10,1003,3,1339,60,0,EV,N14974,4140,EWR,ATL,128,746,10,3
2014,1,10,1244,-9,1526,2,0,EV,N13970,4141,EWR,ATL,133,746,12,44
2014,1,10,1259,64,1409,83,0,EV,N14959,3823,EWR,BDL,31,116,12,59
2014,1,10,1257,28,1405,22,0,EV,N14972,3824,EWR,PWM,48,284,12,57
2014,1,10,849,7,1009,24,0,EV,N14959,3828,EWR,BDL,32,116,8,49
2014,1,10,2000,0,2134,18,0,EV,N21197,3832,EWR,DCA,50,199,20,0
2014,1,10,1119,179,1309,214,0,EV,N11137,3835,EWR,PWM,45,284,11,19
2014,1,10,1954,114,2121,128,0,EV,N14902,3838,EWR,DCA,49,199,19,54
2014,1,10,1935,-2,2226,9,0,EV,N14974,4152,EWR,ATL,124,746,19,35
2014,1,10,749,-5,1015,10,0,EV,N10156,4154,EWR,MSP,162,1008,7,49
2014,1,10,945,-8,1255,61,0,EV,N13908,4159,LGA,CLE,77,419,9,45
2014,1,10,2042,97,2321,120,0,EV,N14904,4294,EWR,SAV,121,708,20,42
2014,1,10,1606,61,1830,64,0,EV,N17185,4181,EWR,MCI,179,1092,16,6
2014,1,10,757,-4,913,8,0,EV,N16976,4249,EWR,BWI,38,169,7,57
2014,1,10,2031,2,2218,-5,0,EV,N15912,4261,LGA,CLE,72,419,20,31
2014,1,10,2104,37,29,64,0,EV,N12166,4204,EWR,OKC,221,1325,21,4
2014,1,10,2103,244,2352,261,0,EV,N14204,4328,EWR,MSY,188,1167,21,3
2014,1,10,31,212,220,202,0,EV,N13992,4166,EWR,GSP,98,594,0,31
2014,1,10,2018,3,2206,24,0,EV,N16561,4224,EWR,MKE,127,725,20,18
2014,1,10,1535,55,1848,97,0,EV,N13903,4225,EWR,ATL,133,746,15,35
2014,1,10,810,35,932,41,0,EV,N13965,4233,EWR,BTV,50,266,8,10
2014,1,10,617,-2,744,14,0,EV,N11535,4241,EWR,DCA,49,199,6,17
2014,1,10,1916,73,2153,101,0,EV,N13992,4382,EWR,DTW,109,488,19,16
2014,1,10,2346,206,215,203,0,EV,N17196,4333,EWR,TUL,195,1215,23,46
2014,1,10,1030,151,1353,210,0,EV,N12142,4407,EWR,OMA,200,1134,10,30
2014,1,10,630,-8,816,9,0,EV,N12163,4422,EWR,PIT,66,319,6,30
2014,1,10,655,55,846,61,0,EV,N11199,4424,EWR,RDU,68,416,6,55
2014,1,10,824,-5,1126,17,0,EV,N13903,4388,EWR,JAX,134,820,8,24
2014,1,10,555,-5,802,-19,0,EV,N18102,4393,EWR,IND,108,645,5,55
2014,1,10,2351,233,211,234,0,EV,N14125,4397,EWR,MCI,179,1092,23,51
2014,1,10,2127,-2,2242,12,0,EV,N12957,4404,EWR,PVD,27,160,21,27
2014,1,10,1458,59,1603,62,0,EV,N12172,4498,EWR,MHT,38,209,14,58
2014,1,10,1704,95,1838,91,0,EV,N12564,4502,EWR,BNA,133,748,17,4
2014,1,10,1420,110,1651,102,0,EV,N12167,4504,EWR,MSY,186,1167,14,20
2014,1,10,1915,0,2042,10,0,EV,N14188,4509,EWR,PWM,47,284,19,15
2014,1,10,1039,30,1240,67,0,EV,N14543,4510,EWR,MKE,124,725,10,39
2014,1,10,2002,138,2131,142,0,EV,N12172,4300,EWR,RIC,55,277,20,2
2014,1,10,718,-1,1021,25,0,EV,N17196,4304,EWR,MSY,188,1167,7,18
2014,1,10,1350,140,1608,140,0,EV,N11536,4445,EWR,IND,115,645,13,50
2014,1,10,605,5,824,4,0,EV,N18556,4471,EWR,CLT,104,529,6,5
2014,1,10,1736,131,1930,155,0,EV,N16541,4580,EWR,MKE,131,725,17,36
2014,1,10,845,53,1046,68,0,EV,N15574,4548,EWR,RDU,77,416,8,45
2014,1,10,1546,167,1730,170,0,EV,N13995,4552,EWR,GSO,82,445,15,46
2014,1,10,1859,140,2019,141,0,EV,N13550,4564,EWR,ROC,45,246,18,59
2014,1,10,1332,123,1557,126,0,EV,N27190,4567,EWR,MCI,179,1092,13,32
2014,1,10,1833,203,2105,232,0,EV,N17196,4572,EWR,GSP,105,594,18,33
2014,1,10,2223,60,24,75,0,EV,N14972,4672,EWR,STL,153,872,22,23
2014,1,10,652,-7,859,-12,0,EV,N16571,4676,EWR,GRR,97,605,6,52
2014,1,10,2219,274,21,262,0,EV,N13965,4678,EWR,MSP,167,1008,22,19
2014,1,10,1932,62,2146,62,0,EV,N710EV,4877,EWR,DTW,94,488,19,32
2014,1,10,656,-3,834,-1,0,EV,N13997,4522,EWR,BNA,126,748,6,56
2014,1,10,1811,221,2043,242,0,EV,N11193,4535,EWR,MSP,172,1008,18,11
2014,1,10,857,28,1118,43,0,EV,N16919,4537,EWR,MEM,157,946,8,57
2014,1,10,1939,-8,2206,15,0,EV,N10156,4543,EWR,DSM,151,1017,19,39
2014,1,10,1518,94,1720,88,0,EV,N48901,4687,EWR,CVG,104,569,15,18
2014,1,10,805,-5,1029,14,0,EV,N13913,4691,EWR,DAY,106,533,8,5
2014,1,10,2157,77,2354,89,0,EV,N13903,4702,EWR,GSO,84,445,21,57
2014,1,10,1714,9,1945,1,0,EV,N14959,4705,EWR,ATL,127,746,17,14
2014,1,10,1004,11,1224,24,0,EV,N11535,4714,EWR,CLT,96,529,10,4
2014,1,10,1403,184,1512,179,0,EV,N14188,4633,EWR,BTV,46,266,14,3
2014,1,10,811,-4,1021,-12,0,EV,N14920,4638,EWR,CVG,106,569,8,11
2014,1,10,1453,-6,1627,8,0,EV,N860AS,4989,LGA,MHT,38,195,14,53
2014,1,10,1044,-1,1238,37,0,EV,N851AS,5067,LGA,MHT,36,195,10,44
2014,1,10,644,14,818,0,0,EV,N722EV,5069,LGA,PIT,74,335,6,44
2014,1,10,1923,-7,2143,-12,0,EV,N860AS,5041,LGA,CAE,96,617,19,23
2014,1,10,2210,48,2337,42,0,EV,N760EV,5048,LGA,RIC,53,292,22,10
2014,1,10,1615,15,1800,8,0,EV,N713EV,5049,LGA,BNA,127,764,16,15
2014,1,10,1129,9,1246,3,0,EV,N722EV,5132,LGA,SYR,43,198,11,29
2014,1,10,1229,79,1505,77,0,EV,N16976,4679,EWR,JAX,129,820,12,29
2014,1,10,1018,-7,1209,1,0,EV,N608QX,5208,LGA,RIC,56,292,10,18
2014,1,10,1142,22,1336,43,0,EV,N760EV,5337,LGA,ROC,49,254,11,42
2014,1,10,1452,53,1640,61,0,EV,N195PQ,5339,LGA,MSN,136,812,14,52
2014,1,10,2224,29,2345,25,0,EV,N611QX,5311,LGA,BGR,53,378,22,24
2014,1,10,2041,-4,2209,-11,0,EV,N608QX,5373,LGA,ORF,55,296,20,41
2014,1,10,1631,77,1814,74,0,EV,N708EV,5383,LGA,RIC,58,292,16,31
2014,1,10,814,-6,1038,-8,0,EV,N166PQ,5395,LGA,CLT,106,544,8,14
2014,1,10,1500,99,1711,109,0,EV,N720EV,5409,LGA,CMH,81,479,15,0
2014,1,10,827,87,1014,78,0,EV,N398CA,5475,LGA,CLE,78,419,8,27
2014,1,10,1320,80,1503,68,0,EV,N611QX,5417,LGA,CLE,74,419,13,20
2014,1,10,615,-5,804,-21,0,EV,N607LR,5517,EWR,MSP,151,1008,6,15
2014,1,10,1643,-2,1850,0,0,EV,N181PQ,5519,EWR,DTW,91,488,16,43
2014,1,10,1052,-1,1402,50,0,EV,N716EV,5525,LGA,GRR,104,618,10,52
2014,1,10,2031,101,2137,104,0,EV,N13970,5675,EWR,BDL,28,116,20,31
2014,1,10,2250,127,119,148,0,EV,N17560,5813,EWR,CVG,104,569,22,50
2014,1,10,1022,42,1219,66,0,EV,N759EV,5286,LGA,BTV,45,258,10,22
2014,1,10,2341,221,113,209,0,EV,N748EV,5287,LGA,MSN,127,812,23,41
2014,1,10,1759,141,1929,128,0,EV,N614QX,5293,LGA,ORF,54,296,17,59
2014,1,10,2029,-1,2300,-1,0,EV,N708EV,5298,LGA,OMA,167,1148,20,29
2014,1,10,925,-5,1133,37,0,EV,N720EV,5446,LGA,SYR,42,198,9,25
2014,1,10,908,3,1215,31,0,EV,N713EV,5447,LGA,SAV,114,722,9,8
2014,1,10,1124,24,1325,25,0,EV,N181PQ,5454,EWR,DTW,92,488,11,24
2014,1,10,806,-4,924,-37,0,EV,N695CA,5463,LGA,BNA,121,764,8,6
2014,1,10,1951,19,2123,30,0,EV,N877AS,5769,LGA,IAD,50,229,19,51
2014,1,10,626,-9,831,-1,0,EV,N15572,5904,EWR,CMH,88,463,6,26
2014,1,10,2317,72,9,54,0,EV,N12175,5823,EWR,MHT,37,209,23,17
2014,1,10,1430,82,1536,72,0,EV,N13913,6054,EWR,IAD,46,212,14,30
2014,1,10,2245,25,2340,7,0,EV,N29917,6030,EWR,SYR,35,195,22,45
2014,1,10,1715,-14,1938,-22,0,F9,N207FR,143,LGA,DEN,229,1620,17,15
2014,1,10,942,-13,1203,32,0,FL,N965AT,201,LGA,CAK,90,397,9,42
2014,1,10,1510,45,1804,54,0,FL,N992AT,425,LGA,ATL,127,762,15,10
2014,1,10,923,13,1213,18,0,FL,N956AT,924,LGA,ATL,125,762,9,23
2014,1,10,1220,40,1459,34,0,FL,N968AT,965,LGA,ATL,125,762,12,20
2014,1,10,2029,50,2318,54,0,FL,N963AT,981,LGA,ATL,125,762,20,29
2014,1,10,1903,94,2144,90,0,FL,N980AT,1516,LGA,ATL,123,762,19,3
2014,1,10,905,5,1514,4,0,HA,N388HA,51,JFK,HNL,642,4983,9,5
2014,1,10,1504,-11,1728,8,0,MQ,N694MQ,2793,JFK,CMH,88,483,15,4
2014,1,10,848,-2,1051,11,0,MQ,N525MQ,2809,LGA,STL,150,888,8,48
2014,1,10,622,-8,817,-13,0,MQ,N501MQ,2810,LGA,DTW,84,502,6,22
2014,1,10,1640,105,1845,110,0,MQ,N601MQ,2815,JFK,CLE,80,425,16,40
2014,1,10,1931,76,2139,94,0,MQ,N1EAMQ,2839,LGA,STL,151,888,19,31
2014,1,10,1700,95,1901,101,0,MQ,N511MQ,2840,LGA,STL,152,888,17,0
2014,1,10,1712,-3,1845,-5,0,MQ,N925MQ,2949,JFK,BNA,127,765,17,12
2014,1,10,1227,62,1418,63,0,MQ,N543MQ,2876,LGA,STL,148,888,12,27
2014,1,10,1601,16,1834,24,0,MQ,N678MQ,2963,JFK,CVG,110,589,16,1
2014,1,10,745,0,1059,19,0,MQ,N517MQ,3066,JFK,TPA,150,1005,7,45
2014,1,10,1500,0,1800,-5,0,MQ,N534MQ,3072,JFK,TPA,152,1005,15,0
2014,1,10,1629,-6,1734,-21,0,MQ,N655MQ,3044,JFK,BWI,40,184,16,29
2014,1,10,2156,76,7,81,0,EV,N16178,4348,EWR,MSP,165,1008,21,56
2014,1,10,2105,76,2334,89,0,EV,N13566,4361,EWR,TYS,105,631,21,5
2014,1,10,800,-8,1019,-20,0,EV,N17185,4364,EWR,MCI,177,1092,8,0
2014,1,10,928,11,1223,56,0,EV,N15986,4370,EWR,CHS,100,628,9,28
2014,1,10,1454,-6,1730,-10,0,MQ,N671MQ,3202,JFK,IND,114,665,14,54
2014,1,10,1709,29,1832,12,0,MQ,N933MQ,3216,JFK,ORF,52,290,17,9
2014,1,10,1059,-1,1235,25,0,MQ,N534MQ,3230,JFK,DCA,51,213,10,59
2014,1,10,1514,-1,1706,1,0,MQ,N635MQ,3231,JFK,PIT,76,340,15,14
2014,1,10,1634,19,1846,46,0,MQ,N542MQ,3301,LGA,RDU,73,431,16,34
2014,1,10,1325,-5,1517,2,0,MQ,N835MQ,3305,LGA,RDU,77,431,13,25
2014,1,10,815,10,1016,31,0,MQ,N812MQ,3272,LGA,CLE,75,419,8,15
2014,1,10,1251,76,1514,104,0,MQ,N503MQ,3281,LGA,CMH,94,479,12,51
2014,1,10,824,-11,1018,-22,0,MQ,N835MQ,3407,LGA,CMH,89,479,8,24
2014,1,10,1735,65,2025,80,0,MQ,N500MQ,3357,LGA,ATL,127,762,17,35
2014,1,10,1447,-8,1641,-9,0,MQ,N824MQ,3359,JFK,RDU,86,427,14,47
2014,1,10,1231,6,1419,14,0,MQ,N843MQ,3361,JFK,RDU,81,427,12,31
2014,1,10,1733,33,1858,33,0,MQ,N843MQ,3365,JFK,DCA,60,213,17,33
2014,1,10,856,1,1028,13,0,MQ,N848MQ,3370,JFK,DCA,52,213,8,56
2014,1,10,1940,-5,2116,-14,0,MQ,N824MQ,3374,JFK,RDU,73,427,19,40
2014,1,10,2303,123,42,102,0,MQ,N532MQ,3384,LGA,CLT,89,544,23,3
2014,1,10,1154,-6,1335,20,0,MQ,N845MQ,3386,JFK,DCA,46,213,11,54
2014,1,10,1540,45,1802,72,0,MQ,N522MQ,3391,LGA,CMH,86,479,15,40
2014,1,10,1237,32,1413,23,0,MQ,N501MQ,3404,LGA,RDU,73,431,12,37
2014,1,10,2030,0,2315,15,0,MQ,N521MQ,3473,LGA,ATL,123,762,20,30
2014,1,10,917,22,1158,58,0,MQ,N1EAMQ,3478,LGA,DTW,89,502,9,17
2014,1,10,1621,61,1829,84,0,MQ,N849MQ,3416,LGA,RDU,85,431,16,21
2014,1,10,727,-3,1054,-21,0,VX,N845VA,11,JFK,SFO,366,2586,7,27
2014,1,10,856,-9,1203,-27,0,VX,N847VA,161,EWR,LAX,331,2454,8,56
2014,1,10,1255,-5,1614,-1,0,VX,N842VA,165,EWR,LAX,344,2454,12,55
2014,1,10,1800,31,2102,7,0,VX,N640VA,169,EWR,LAX,324,2454,18,0
2014,1,10,719,-11,1114,4,0,VX,N844VA,183,EWR,SFO,374,2565,7,19
2014,1,10,1021,-9,1340,-30,0,VX,N631VA,187,EWR,SFO,347,2565,10,21
2014,1,10,1732,3,2056,-24,0,VX,N633VA,193,EWR,SFO,365,2565,17,32
2014,1,10,1107,37,1451,41,0,VX,N626VA,23,JFK,SFO,367,2586,11,7
2014,1,10,1010,35,1254,19,0,VX,N625VA,251,JFK,LAS,314,2248,10,10
2014,1,10,1628,-2,1959,-21,0,VX,N623VA,27,JFK,SFO,357,2586,16,28
2014,1,10,1859,9,2225,-10,0,VX,N627VA,29,JFK,SFO,365,2586,18,59
2014,1,10,707,7,1022,-8,0,VX,N628VA,399,JFK,LAX,348,2475,7,7
2014,1,10,956,41,1255,10,0,VX,N843VA,407,JFK,LAX,338,2475,9,56
2014,1,10,1259,-1,1609,-11,0,VX,N622VA,411,JFK,LAX,351,2475,12,59
2014,1,10,1653,-2,1953,-32,0,VX,N634VA,413,JFK,LAX,341,2475,16,53
2014,1,10,2000,0,2315,-10,0,VX,N642VA,415,JFK,LAX,347,2475,20,0
2014,1,10,2015,6,2320,-8,0,UA,N33292,1224,EWR,LAX,329,2454,20,15
2014,1,10,1350,0,1644,1,0,UA,N76065,1232,EWR,IAH,210,1400,13,50
2014,1,10,1649,-1,1959,-3,0,UA,N66803,1242,EWR,FLL,160,1065,16,49
2014,1,10,1259,-1,1518,46,0,UA,N17139,1262,EWR,ORD,139,719,12,59
2014,1,10,1920,51,2255,82,0,UA,N18220,1269,EWR,PBI,171,1023,19,20
2014,1,10,1426,11,1709,5,0,UA,N36272,1270,EWR,MCO,135,937,14,26
2014,1,10,640,10,958,5,0,UA,N17233,1284,EWR,SFO,363,2565,6,40
2014,1,10,758,-1,1122,-9,0,UA,N26215,1289,EWR,SFO,358,2565,7,58
2014,1,10,2041,16,2345,19,0,UA,N38727,1409,EWR,TPA,147,997,20,41
2014,1,10,1955,105,2315,112,0,UA,N33266,1416,EWR,SAN,339,2425,19,55
2014,1,10,1530,-2,1716,-4,0,UA,N78509,1429,LGA,CLE,69,419,15,30
2014,1,10,611,-3,918,-21,0,UA,N76517,1439,EWR,LAX,334,2454,6,11
2014,1,10,1145,15,1450,26,0,UA,N36469,1444,EWR,TPA,150,997,11,45
2014,1,10,731,6,1045,19,0,UA,N73259,1456,LGA,IAH,229,1416,7,31
2014,1,10,859,14,1159,-3,0,UA,N16701,1457,LGA,IAH,220,1416,8,59
2014,1,10,2004,62,2311,58,0,UA,N37471,1479,EWR,LAX,335,2454,20,4
2014,1,10,2017,10,2346,42,0,UA,N15712,1482,EWR,IAH,215,1400,20,17
2014,1,10,557,-3,926,-5,0,UA,N27724,1489,EWR,SFO,361,2565,5,57
2014,1,10,1432,-3,1743,-2,0,UA,N78511,1493,EWR,LAX,339,2454,14,32
2014,1,10,648,0,925,-8,0,UA,N37471,1506,EWR,LAS,307,2227,6,48
2014,1,10,941,21,1446,17,0,UA,N15712,1519,EWR,STT,197,1634,9,41
2014,1,10,2024,-1,2323,0,0,UA,N39297,1552,EWR,PBI,144,1023,20,24
2014,1,10,1458,10,1835,6,0,UA,N23721,1554,EWR,SFO,370,2565,14,58
2014,1,10,1513,31,1807,21,0,UA,N17719,1587,EWR,RSW,158,1068,15,13
2014,1,10,754,0,1036,-2,0,UA,N18220,1592,EWR,MCO,141,937,7,54
2014,1,10,1521,1,1827,-12,0,UA,N13110,1600,EWR,LAX,336,2454,15,21
2014,1,10,1228,-2,1527,-4,0,UA,N37255,1601,EWR,FLL,162,1065,12,28
2014,1,10,1743,18,2006,-8,0,UA,N37419,1605,EWR,LAS,298,2227,17,43
2014,1,10,1514,3,1817,17,0,UA,N35204,1618,EWR,TPA,147,997,15,14
2014,1,10,1040,45,1348,61,0,UA,N68802,1623,EWR,MCO,139,937,10,40
2014,1,10,1208,1,1432,-1,0,UA,N68807,1625,EWR,DEN,240,1605,12,8
2014,1,10,908,0,1300,36,0,UA,N33286,1626,EWR,SAN,335,2425,9,8
2014,1,10,632,2,920,-4,0,UA,N68801,1627,EWR,PBI,148,1023,6,32
2014,1,10,1634,-4,1816,-1,0,UA,N38446,1638,EWR,CLE,69,404,16,34
2014,1,10,758,-1,946,11,0,UA,N36476,1639,EWR,ORD,129,719,7,58
2014,1,10,854,4,1242,75,0,UA,N14115,1643,EWR,DEN,235,1605,8,54
2014,1,10,2016,5,2346,-1,0,UA,N33209,1651,EWR,SFO,354,2565,20,16
2014,1,10,628,-3,732,-5,0,UA,N37273,1659,EWR,BOS,44,200,6,28
2014,1,10,1409,9,1725,-2,0,UA,N68801,1663,EWR,SFO,348,2565,14,9
